RowNumber;CustomerId;CreditScore;Geography;Gender;Age;Tenure;Balance;NumOfProducts;HasCrCard;IsActiveMember;EstimatedSalary;Exited;Geography_codes;Gender_codes
372;15774696;640;Germany;Female;75;1;10630791;2;0;1;11342877;0;1;0
373;15694506;611;Germany;Male;31;0;10788481;2;1;1;18348798;0;1;1
374;15688074;802;Germany;Male;31;1;12501372;1;1;1;18765809;0;1;1
375;15759537;717;Germany;Male;35;7;5846937;2;1;1;17245939;0;1;1
376;15758449;769;France;Female;39;8;0;1;0;1;210160;0;0;0
377;15583456;745;Germany;Male;45;10;11723163;3;1;1;12238102;1;1;1
378;15667871;572;Spain;Male;35;4;15239026;1;1;0;12812366;0;2;1
379;15677371;629;Spain;Female;30;2;3401363;1;1;0;1957063;0;2;0
380;15629677;687;Spain;Female;39;2;0;3;0;0;1881506;1;2;0
381;15713578;483;France;Female;50;9;0;2;1;1;11102024;0;0;0
382;15591509;690;France;Male;36;7;10158311;2;1;0;12377515;0;0;1
383;15568240;492;Germany;Female;30;10;7716887;2;0;1;14670022;0;1;0
384;15622993;709;Germany;Male;28;8;12469572;2;1;0;14525135;0;1;1
385;15689294;705;Germany;Male;44;3;10593496;1;1;0;8246369;0;1;1
386;15720910;560;France;Female;66;9;0;1;1;1;1592849;0;0;0
387;15721181;611;Spain;Male;46;6;0;2;1;0;4588633;0;2;1
388;15776433;730;Spain;Male;62;2;0;2;1;1;18648995;0;2;1
389;15748936;709;Spain;Female;45;2;0;2;0;1;16292265;0;2;0
390;15717225;544;France;Female;21;10;16152596;2;1;0;926277;0;0;0
391;15685226;712;Germany;Female;29;7;14719907;1;1;1;849324;0;1;0
392;15785611;752;Germany;Male;38;3;18310229;1;1;1;7155712;0;1;1
393;15573456;648;Spain;Male;46;9;1272090;2;1;0;7740595;1;2;1
394;15684548;556;Spain;Male;38;8;0;2;0;0;41741;1;2;1
395;15620505;594;Spain;Female;24;0;9737854;1;1;1;7140517;0;2;0
396;15807432;645;Germany;Female;37;2;13692509;2;0;1;15340024;0;1;0
397;15584766;557;France;Male;33;3;5450355;1;1;1;37105;0;0;1
398;15612187;547;Germany;Male;32;8;15572685;1;1;0;6778999;0;1;1
399;15762218;701;France;Female;39;9;0;2;0;1;1458949;0;0;0
400;15646372;616;France;Female;66;1;13584241;1;1;0;18384051;1;0;0
401;15690452;605;France;Male;52;1;6334975;1;1;0;10888744;0;0;1
402;15747795;593;Germany;Female;38;4;12949942;1;1;1;15407127;0;1;0
403;15781589;751;Spain;Male;52;8;0;2;0;1;17929185;0;2;1
404;15732674;443;Spain;Male;36;6;7043801;2;0;1;5693743;0;2;1
405;15642291;685;France;Male;23;8;0;2;1;1;11223903;0;0;1
406;15692761;718;France;Male;36;9;0;1;1;0;4590987;0;0;1
407;15578045;538;Spain;Female;49;9;14143404;1;0;0;17377925;1;2;0
408;15745354;611;Spain;Female;37;4;0;2;1;0;12569626;0;2;0
409;15701376;668;Germany;Male;37;10;15295829;2;1;1;15958561;0;1;1
410;15691625;537;Germany;Female;41;3;13830634;1;1;0;10676147;0;1;0
411;15566594;709;Spain;Male;23;10;0;2;0;0;12959018;0;2;1
412;15760431;850;France;Male;38;1;0;2;1;1;8000665;0;0;1
413;15686302;745;Spain;Female;31;3;12432884;1;1;1;14045152;0;2;0
414;15801559;693;Germany;Female;41;9;18146148;3;1;1;18792943;1;1;0
415;15810432;795;Spain;Male;35;8;0;2;1;0;16715536;0;2;1
416;15809616;626;Spain;Male;26;8;0;2;0;0;19142071;0;2;1
417;15720559;487;Germany;Female;61;5;11036803;1;0;0;1138445;1;1;0
418;15695632;556;France;Female;39;9;8958835;1;1;1;948981;0;0;0
419;15659843;643;France;Female;46;6;0;2;0;0;10678159;0;0;0
420;15615624;605;France;Female;28;6;0;2;0;0;15950852;0;0;0
421;15810418;756;Germany;Female;60;3;11592489;1;1;0;9352419;1;1;0
422;15716186;586;France;Female;38;2;0;2;1;0;8716846;0;0;0
423;15674551;535;Germany;Male;40;7;1117565;1;1;0;812832;1;1;1
424;15622834;678;France;Female;35;4;0;1;1;0;12551832;0;0;0
425;15566111;596;France;Male;39;9;0;1;1;0;4896359;0;0;1
426;15784597;648;France;Male;26;9;16292385;1;1;0;9836824;0;0;1
427;15652883;492;Germany;Male;39;10;12457665;2;1;0;14858461;0;1;1
428;15806964;702;France;Male;45;0;8079358;1;1;1;2747481;0;0;1
429;15576313;486;Germany;Female;40;9;7134009;1;1;0;7619221;0;1;0
430;15806467;568;Germany;Male;40;1;9928263;1;0;0;13460094;1;1;1
431;15597602;619;Germany;Male;57;3;13794639;1;1;1;7246799;1;1;1
432;15743040;724;Germany;Male;41;2;12789257;2;0;1;19964545;0;1;1
433;15705521;548;Germany;Female;33;0;10108436;1;1;0;4274985;0;1;0
434;15595039;545;Germany;Female;37;8;11475408;1;1;0;13605044;1;1;0
435;15799384;683;France;Male;33;8;0;1;0;0;7356444;0;0;1
436;15581197;762;France;Female;51;3;9928698;1;0;1;8557863;0;0;0
437;15693737;627;Germany;Female;30;4;7987102;2;1;0;12982689;0;1;0
438;15624623;516;France;Male;35;10;10408859;2;0;0;1196660;0;0;1
439;15783501;800;France;Female;38;2;16819033;2;1;0;6805208;0;0;0
440;15690134;464;Germany;Female;42;3;8567925;1;1;1;16410474;0;1;0
441;15782735;626;France;Female;35;3;0;1;0;0;8019036;0;0;0
442;15611088;790;France;Female;31;9;0;2;1;0;8412675;0;0;0
443;15672145;534;France;Female;34;7;12155158;2;1;1;701790;0;0;0
444;15732628;745;France;Male;46;2;12222019;1;1;1;1180241;0;0;1
445;15787470;553;Spain;Male;47;3;11652815;1;0;0;14570419;1;2;1
446;15803406;748;France;Female;26;1;7778029;1;0;1;18304941;0;0;0
447;15730460;722;France;Male;37;2;0;1;0;0;12090683;0;0;1
448;15644572;501;France;Male;40;4;1258322;1;1;1;10043383;0;0;1
449;15694860;675;France;Female;38;6;680658;1;0;0;1387770;1;0;0
450;15658169;778;Spain;Female;47;6;12729934;2;1;0;12469499;0;2;0
451;15794396;494;Germany;Female;38;7;17493764;1;1;0;4008432;0;1;0
452;15785798;850;France;Male;40;9;0;2;0;1;11923233;0;0;1
453;15710825;592;Spain;Male;31;7;1100711;1;0;0;4392136;0;2;1
454;15668444;590;Spain;Female;44;3;13943237;1;1;0;6222281;0;2;0
455;15726631;758;France;Female;39;6;12735776;1;0;1;565770;0;0;0
456;15733797;506;France;Male;36;5;0;2;1;0;16425335;0;0;1
457;15747960;733;France;Male;33;3;0;1;1;1;766673;0;0;1
458;15634632;711;France;Male;38;3;0;2;1;0;6848751;0;0;1
459;15707362;514;Germany;Male;43;1;9555631;1;0;1;19927398;1;1;1
460;15662976;637;Spain;Male;37;8;0;1;1;1;18606236;0;2;1
461;15732778;468;Germany;Male;29;1;11168198;2;1;1;19571116;0;1;1
462;15718443;539;France;Male;39;3;0;2;1;0;3669217;0;0;1
463;15670039;509;Spain;Female;25;3;10873871;2;1;0;10692057;0;2;0
464;15773792;662;France;Female;32;4;13395037;1;1;1;4872568;1;0;0
465;15613786;818;Spain;Male;26;4;0;2;1;1;16703694;0;2;1
466;15726032;608;France;Male;33;9;8996869;1;1;0;6877726;0;0;1
467;15663252;850;Spain;Female;32;9;0;2;1;1;1892492;0;2;0
468;15593782;816;Germany;Female;38;5;13087875;3;1;0;7190577;1;1;0
469;15633283;536;France;Male;35;8;0;2;1;0;6483328;0;0;1
470;15749167;753;France;Male;35;3;0;2;1;1;18484377;0;0;1
471;15759298;631;Spain;Male;27;10;13416962;1;1;1;17673002;0;2;1
472;15683625;703;France;Male;37;1;14976208;1;1;0;206294;1;0;1
473;15635367;774;France;Male;26;2;9384469;1;1;0;2841536;0;0;1
474;15681705;785;France;Male;28;8;0;2;1;0;7723127;0;0;1
475;15603156;571;France;Female;33;1;0;2;1;0;1027507;0;0;0
476;15591986;621;Germany;Male;46;6;14107837;1;0;0;345808;1;1;1
477;15798888;605;Germany;Female;31;1;11799259;1;1;1;18359877;0;1;0
478;15809722;611;France;Female;40;8;10081233;2;1;0;14735827;0;0;0
479;15677538;569;France;Male;38;7;0;1;1;1;1084692;0;0;1
480;15797736;658;France;Male;29;4;802626;1;1;1;2061282;0;0;1
481;15695585;788;Spain;Male;34;6;15647862;1;0;1;18119676;0;2;1
482;15744398;525;France;Female;23;5;0;2;1;0;1602491;0;0;0
483;15750658;798;France;Male;37;8;0;3;0;0;11078328;0;0;1
484;15578186;486;Germany;Male;37;9;11521799;2;1;0;14499533;0;1;1
485;15676519;615;Spain;Male;61;9;0;2;1;0;15022785;1;2;1
486;15637954;730;France;Female;35;0;15547055;1;1;1;5371828;0;0;0
487;15758639;641;France;Male;37;7;0;2;1;0;752483;0;0;1
488;15613772;542;France;Male;39;3;13509677;1;1;1;1435343;1;0;1
489;15731744;692;France;Male;30;2;0;2;0;1;13048657;0;0;1
490;15807709;714;Germany;Female;55;9;18007522;1;1;1;10012771;0;1;0
491;15714689;591;Spain;Male;29;1;9754124;1;1;1;19635617;0;2;1
492;15699005;710;France;Female;41;2;15606705;1;1;1;998388;0;0;0
493;15624170;639;France;Female;38;4;8155094;2;0;1;11897477;0;0;0
494;15725679;531;France;Female;47;6;0;1;0;0;19499834;1;0;0
495;15585865;673;France;Female;38;2;17006192;2;0;0;13490134;1;0;0
496;15804256;765;Germany;Male;36;8;9231054;2;1;1;7292456;0;1;1
497;15662403;622;France;Female;32;6;16908938;2;1;0;10105795;0;0;0
498;15733616;806;France;Male;40;5;8061393;1;1;1;14283864;0;0;1
499;15591995;757;Germany;Male;26;8;12158156;2;1;1;12705904;0;1;1
500;15677020;570;France;Female;58;8;0;1;0;1;11650392;1;0;0
501;15727688;555;Spain;Male;32;4;0;2;1;1;5440579;0;2;1
502;15715941;692;France;Male;54;5;0;2;1;1;8872184;0;0;1
503;15714485;774;France;Male;60;5;8589155;1;1;0;7413548;1;0;1
504;15730059;638;Spain;Male;44;9;7763735;2;1;1;11134622;0;2;1
505;15715527;543;Spain;Female;41;4;0;1;0;0;19490216;0;2;0
506;15576623;584;France;Male;31;5;0;2;1;0;3147427;0;0;1
507;15805565;691;Germany;Male;30;7;11692789;1;1;0;2119839;0;1;1
508;15677307;684;Germany;Female;40;6;13732665;1;1;0;1869766;0;1;0
509;15773890;733;France;Male;22;5;0;2;1;1;11720219;0;0;1
510;15598883;599;Spain;Female;37;2;0;2;1;1;14373929;0;2;0
511;15568506;524;Germany;Female;31;10;6723898;2;1;1;16181123;0;1;0
512;15761043;632;Germany;Female;38;6;8656976;2;1;0;9809091;0;1;0
513;15782236;735;Spain;Male;34;5;0;2;0;0;7109541;0;2;1
514;15593601;734;France;Male;34;6;1335984;1;1;1;1310724;0;0;1
515;15682048;605;France;Female;51;3;13618878;1;1;1;6711059;1;0;0
516;15746902;793;Spain;Male;38;9;0;2;1;0;8822502;0;2;1
517;15752081;468;France;Female;56;10;0;3;0;1;6225687;1;0;0
518;15781307;779;Germany;Male;37;7;12009252;2;1;0;13592572;0;1;1
519;15775912;698;France;Male;48;4;10123824;2;0;1;17781587;1;0;1
520;15745417;707;France;Male;58;6;8968592;1;0;1;12647113;0;0;1
521;15671256;850;France;Female;35;1;21177431;1;1;0;18857412;1;0;0
522;15653547;850;France;Male;56;7;13131748;1;1;1;11917545;0;0;1
523;15595766;527;Spain;Male;37;5;9372273;2;1;1;13909373;0;2;1
524;15742358;696;Germany;Male;32;8;10116099;1;1;1;11591655;0;1;1
525;15763274;661;France;Male;48;3;12032054;1;0;0;9646325;0;0;1
526;15786063;776;France;Female;31;2;0;2;1;1;11234951;0;0;0
527;15600258;701;France;Male;43;2;0;2;1;1;16530379;0;0;1
528;15573318;610;France;Male;26;8;0;2;1;0;16603108;0;0;1
529;15653849;572;Germany;Female;48;3;15282799;1;1;0;3841179;1;1;0
530;15694272;673;France;Male;30;1;6409775;1;1;1;7778335;0;0;1
531;15736112;519;Spain;Female;57;2;11903535;2;1;1;2987179;0;2;0
532;15749851;702;Spain;Female;26;4;13521957;1;0;1;5974763;0;2;0
533;15663478;729;France;Male;32;6;9369442;1;1;1;7991913;0;0;1
534;15592300;543;Spain;Male;35;10;5940863;1;1;0;7677353;0;2;1
535;15567832;550;France;Female;40;7;11435495;1;1;0;5401893;0;0;0
536;15776780;608;France;Male;59;1;0;1;1;0;7064964;1;0;1
537;15592846;639;Germany;Male;35;10;1281739;2;1;0;5909339;0;1;1
538;15739803;686;Spain;Male;34;9;0;2;1;0;1275698;0;2;1
539;15794142;564;Germany;Female;62;5;11493135;3;0;1;1826098;1;1;0
540;15762729;745;Germany;Female;28;1;11107136;1;1;0;7327596;1;1;0
541;15667896;833;France;Male;37;8;15122618;2;1;1;13612949;0;0;1
542;15626578;622;France;Male;26;9;0;2;1;1;15323759;0;0;1
543;15776223;597;France;Female;42;4;6474012;1;1;1;10684112;0;0;0
544;15705953;721;Spain;Male;51;0;16931213;1;1;0;10907835;1;2;1
545;15802593;504;France;Female;49;7;0;3;0;1;8782214;1;0;0
546;15615457;842;Spain;Female;44;2;11265208;2;1;0;12664498;0;2;0
547;15708916;587;France;Male;38;0;0;2;1;0;4741415;0;0;1
548;15720187;479;Germany;Female;30;7;14396436;2;1;0;4187999;0;1;0
549;15595440;508;France;Male;49;7;12245146;2;1;1;758081;0;0;1
550;15600651;749;France;Male;24;1;0;3;1;1;4791103;0;0;1
551;15750141;721;Germany;Female;36;3;6525307;2;1;0;2873778;0;1;0
552;15657284;674;Germany;Male;47;6;10690194;1;1;1;20792;1;1;1
553;15763063;685;Spain;Female;25;10;12850963;1;1;0;12156233;0;2;0
554;15709324;417;France;Male;34;7;0;2;1;0;5500379;0;0;1
555;15711309;574;Germany;Male;33;3;12983467;1;1;0;19313142;0;1;1
556;15775318;590;Spain;Female;51;3;15496299;3;0;1;19193227;1;2;0
557;15705515;587;Germany;Male;40;5;1382419;2;1;0;1594181;0;1;1
558;15634844;598;Germany;Male;41;3;9153693;1;1;0;19146878;1;1;1
559;15717046;741;Spain;Male;53;3;0;2;1;1;3891368;0;2;1
560;15571816;850;Spain;Female;70;5;0;1;1;1;70518;0;2;0
561;15670080;584;Germany;Female;29;7;10520401;1;0;1;13849003;0;1;0
562;15800440;650;Spain;Male;61;1;15296873;1;0;1;8297069;0;2;1
563;15665678;607;Spain;Male;36;8;15826168;1;1;1;7674472;0;2;1
564;15665956;509;France;Female;46;1;0;1;1;0;7124459;1;0;0
565;15788126;689;Spain;Female;38;6;12102105;1;1;1;1218215;0;2;0
566;15811773;543;France;Male;36;4;0;2;1;1;1412105;0;0;1
567;15651674;438;Spain;Female;54;2;0;1;0;0;19176307;1;2;0
568;15689614;687;Spain;Female;63;1;13771566;1;1;1;3793874;0;2;0
569;15795564;737;Germany;Male;31;5;12119222;2;1;1;7489058;0;1;1
570;15706647;761;France;Male;31;7;0;3;1;1;16669818;0;0;1
571;15728505;601;France;Male;44;1;10048618;2;1;1;6267853;0;0;1
572;15730076;651;France;Male;45;1;0;1;1;0;6774008;1;0;1
573;15622003;745;France;Male;35;9;9256653;2;1;0;16151977;0;0;1
574;15607312;648;Spain;Female;49;10;0;2;1;1;15983578;1;2;0
575;15644753;848;Spain;Male;40;3;11092996;1;1;1;3087684;0;2;1
576;15653620;546;France;Female;27;8;0;2;1;1;148581;0;0;0
577;15761986;439;Spain;Female;32;3;13890161;1;1;0;7568597;0;2;0
578;15633922;755;France;Male;30;4;12321766;2;0;1;1441831;0;0;1
579;15734674;593;France;Female;41;6;0;1;1;0;6517066;0;0;0
580;15658032;701;France;Male;39;2;0;2;1;1;8252692;0;0;1
581;15692671;701;Spain;Male;36;8;0;2;1;0;16916146;0;2;1
582;15737741;607;Spain;Female;33;2;10843187;2;0;1;10929139;1;2;0
583;15576352;586;Spain;Female;57;3;0;2;0;1;605781;0;2;0
584;15753719;547;Germany;Female;30;9;7239241;1;1;0;7707714;0;1;0
585;15803689;647;Germany;Female;51;1;11974177;2;0;0;5495451;1;1;0
586;15718057;760;France;Female;51;2;10094671;1;0;0;1796148;1;0;0
587;15722010;621;Spain;Male;53;9;17049184;1;1;0;3558807;1;2;1
588;15680998;725;France;Male;44;5;0;1;1;1;11735614;0;0;1
589;15614782;526;France;Male;36;1;0;1;1;0;16069672;0;0;1
590;15591047;519;Spain;Female;47;6;15729602;2;0;0;14727843;1;2;0
591;15788291;713;Germany;Female;38;7;14460622;1;1;1;5659436;1;1;0
592;15604044;700;France;Male;38;8;1348113;1;1;0;129975;0;0;1
593;15679587;666;France;Female;34;9;11589712;1;1;1;2509503;0;0;0
594;15775153;630;Spain;Male;32;4;820340;1;0;0;14632645;0;2;1
595;15603925;779;Spain;Female;26;4;17431813;2;0;1;3829621;0;2;0
596;15680970;611;Germany;Female;41;2;11420684;1;1;0;1640616;0;1;0
597;15697183;685;Spain;Male;43;9;0;2;1;0;10781128;0;2;1
598;15567446;646;Germany;Male;39;9;11157441;1;1;1;3083851;0;1;1
599;15637476;683;Germany;Female;57;5;16244869;1;0;0;922178;1;1;0
600;15714939;484;Germany;Female;34;4;14824954;1;0;1;3373827;0;1;0
601;15683503;601;France;Female;43;8;0;3;0;1;11091615;1;0;0
602;15645569;762;Spain;Female;26;7;12370946;2;1;1;16965457;0;2;0
603;15782569;687;France;Female;72;9;0;1;0;1;698294;0;0;0
604;15592387;566;France;Male;30;5;0;1;1;0;5492651;1;0;1
605;15609286;702;France;Male;37;10;1505258;1;1;1;9472849;0;0;1
606;15814035;601;France;Male;29;9;0;1;1;1;8039327;0;0;1
607;15661249;699;France;Male;53;4;0;2;0;1;11130798;0;0;1
608;15629117;584;France;Male;28;10;0;2;1;0;1983432;0;0;1
609;15607170;699;France;Male;35;5;0;2;1;1;7839724;0;0;1
610;15586585;698;Germany;Female;51;2;11101898;1;1;0;8641028;0;1;0
611;15686611;495;France;Male;30;10;12975599;1;0;0;17274965;0;0;1
612;15603203;650;France;Female;27;6;0;2;1;0;100239;0;0;0
613;15619857;605;France;Female;64;2;1295557;1;1;1;1360179;0;0;0
614;15805062;667;Spain;Male;38;1;8720238;1;1;1;7786691;0;2;1
615;15660271;688;Germany;Male;26;8;14613339;1;1;1;17529676;0;1;1
616;15745295;727;Spain;Female;31;0;0;1;1;0;12175104;1;2;0
617;15719352;754;Spain;Male;39;6;17018499;2;1;0;8959326;0;2;1
618;15766575;612;Germany;Female;62;8;14074533;1;1;0;19343789;1;1;0
619;15594594;546;Spain;Male;42;7;13907051;1;1;1;869450;0;2;1
620;15646161;673;Spain;Female;37;8;0;2;1;1;18331879;0;2;0
621;15682585;593;France;Male;35;9;11419324;1;1;0;711541;0;0;1
622;15603134;656;Spain;Female;40;10;1678785;1;0;1;15188716;0;2;0
623;15636444;535;Germany;Female;53;5;14161655;2;1;1;7588865;0;1;0
624;15773456;678;Germany;Male;36;3;14574767;2;0;1;8956674;0;1;1
625;15745307;477;Spain;Female;48;2;12912064;1;0;1;2647579;0;2;0
626;15604119;850;Spain;Male;35;7;11034982;1;0;0;1263558;0;2;1
627;15626900;427;France;Male;29;1;14132556;1;1;1;938393;0;0;1
628;15605447;752;France;Male;49;2;7865384;1;1;0;76986;0;0;1
629;15589030;649;France;Male;47;1;0;2;1;1;14559385;0;0;1
630;15692463;799;Spain;Female;28;3;14225365;1;1;0;4504256;0;2;0
631;15712403;589;France;Female;61;1;0;1;1;0;6110856;1;0;0
632;15811762;583;Germany;Female;54;6;11598886;1;1;0;5755398;1;1;0
633;15718673;839;Spain;Female;33;10;7559243;1;1;0;6267442;0;2;0
634;15724282;540;Germany;Male;44;3;16411304;2;1;1;1212079;0;1;1
635;15738181;850;France;Male;31;6;6799623;2;0;0;5012987;1;0;1
636;15633648;696;Spain;Female;51;5;0;2;1;0;5502243;0;2;0
637;15603323;660;Spain;Female;33;1;0;2;0;0;11783491;0;2;0
638;15583725;682;France;Male;48;1;13877815;1;0;1;16884023;0;0;1
639;15588350;744;France;Female;43;10;14783215;1;0;1;2423411;0;0;0
640;15798398;785;France;Female;36;4;1354384;1;0;0;19062701;0;0;0
641;15784844;752;Spain;Male;48;5;11606008;1;1;0;15661838;1;2;1
642;15580684;706;France;Female;29;5;11256462;1;1;0;4233438;0;0;0
643;15809663;583;France;Female;27;1;12540658;1;1;1;11078442;0;0;0
644;15640078;660;Germany;Female;39;5;13513499;1;1;0;1736830;1;1;0
645;15698786;819;France;Female;39;9;13310292;1;1;0;2704646;1;0;0
646;15569807;673;France;Female;34;8;4215708;1;1;0;2059859;1;0;0
647;15730830;752;France;Female;30;3;0;2;1;1;10499128;0;0;0
648;15805112;578;France;Male;38;7;8225929;1;1;0;899697;0;0;1
649;15633064;438;France;Female;36;4;0;2;1;0;644205;0;0;0
650;15703119;652;France;Male;38;6;0;2;1;1;14570022;0;0;1
651;15730447;629;France;Female;49;4;0;2;1;1;19633548;0;0;0
652;15813850;720;France;Male;52;7;0;1;1;1;1478112;0;0;1
653;15711889;668;France;Male;42;3;15046107;1;1;0;10813923;0;0;1
654;15664610;459;Germany;Male;48;4;13399452;1;1;1;1928706;1;1;1
655;15751710;729;Spain;Male;31;8;16487081;2;1;1;956739;0;2;1
656;15692926;498;Germany;Male;25;8;12170273;1;1;1;13221049;0;1;1
657;15813741;549;Spain;Male;25;6;1938582;1;0;1;2160011;0;2;1
658;15698474;601;Germany;Female;54;1;13103997;2;1;1;1996615;0;1;0
659;15568595;544;France;Male;64;9;11382945;1;1;1;12434149;0;0;1
660;15603065;751;France;Female;30;6;0;2;1;0;157661;0;0;0
661;15592937;632;Germany;Female;41;3;8187738;1;1;1;3364221;0;1;0
662;15699637;694;Spain;Male;57;8;11632607;1;1;1;11770465;0;2;1
663;15667215;678;France;Male;31;2;0;2;1;1;5880328;0;0;1
664;15788659;695;France;Male;46;4;0;2;1;1;13753722;0;0;1
665;15763218;661;France;Female;41;1;0;2;0;1;13130068;0;0;0
666;15645772;661;France;Male;33;9;0;2;1;1;8417481;0;0;1
667;15725511;559;France;Female;31;3;12707073;1;0;1;16094178;0;0;0
668;15575024;503;France;Male;29;3;0;2;1;1;14395499;0;0;1
669;15640825;695;Spain;Male;46;3;12254964;1;1;1;5629785;0;2;1
670;15662397;640;France;Female;42;5;17609913;1;1;1;840473;0;0;0
671;15576368;624;Germany;Female;48;3;12238838;2;0;0;3002009;0;1;0
672;15674991;667;France;Male;42;9;0;2;0;1;5813742;0;0;1
673;15721024;642;France;Male;26;0;0;1;0;0;4747268;0;0;1
674;15745621;640;Spain;Female;32;6;11887935;2;1;1;1913171;0;2;0
675;15642394;529;Spain;Male;35;5;0;2;1;1;1872885;0;2;1
676;15754605;563;France;Female;39;5;0;2;1;1;1760381;0;0;0
677;15607040;593;Spain;Female;38;4;8873644;2;1;0;6702003;0;2;0
678;15715142;739;Germany;Male;45;7;10270362;1;0;1;14780294;1;1;1
679;15810978;788;Spain;Female;70;1;0;2;1;1;4161062;0;2;0
680;15668886;684;Spain;Female;38;3;0;2;1;0;4425565;0;2;0
681;15780804;482;France;Male;55;5;9731825;1;0;1;7841614;0;0;1
682;15613880;591;Spain;Male;58;5;12846869;1;0;1;13725455;0;2;1
683;15775238;651;Germany;Female;41;4;13343259;1;0;1;15130348;0;1;0
684;15786905;749;Germany;Female;40;8;14178257;2;0;0;8633363;0;1;0
685;15747867;583;France;Male;24;9;13512528;1;0;0;898019;0;0;1
686;15600337;661;Spain;Male;42;2;17882091;1;0;0;2935857;1;2;1
687;15801277;715;France;Female;31;2;11221214;2;1;1;18160072;0;0;0
688;15579334;769;Germany;Female;45;5;12667481;1;1;0;12411871;1;1;0
689;15802741;625;France;Female;51;7;13629497;1;1;0;3886746;1;0;0
690;15720649;641;France;Female;36;5;6639264;1;1;0;3110667;0;0;0
691;15589493;716;Germany;Male;27;1;12255234;2;1;0;6761136;0;1;1
692;15688251;767;France;Male;43;1;7640885;2;1;0;7783763;0;0;1
693;15665238;745;Germany;Male;36;8;14507124;1;0;0;607846;0;1;1
694;15740900;589;France;Male;34;6;0;2;1;1;17789692;0;0;1
695;15681068;796;France;Female;45;2;10973022;1;1;1;12388273;0;0;0
696;15748625;664;France;Male;57;6;0;2;1;1;1530408;0;0;1
697;15727299;445;Spain;Male;62;1;6411938;1;1;1;7656964;1;2;1
698;15620204;543;Germany;Female;57;1;10613833;2;1;1;12065732;1;1;0
699;15669516;746;Spain;Male;36;2;0;2;1;1;1643656;0;2;1
700;15736534;742;Germany;Male;33;0;18165651;1;1;1;10766791;0;1;1
701;15803457;750;France;Female;32;5;0;2;1;0;9561147;0;0;0
702;15659098;669;France;Male;30;7;9512886;1;0;0;1979926;0;0;1
703;15603436;594;Spain;Female;49;2;12661594;2;0;1;12321474;0;2;0
704;15566292;574;Spain;Male;36;1;0;2;0;1;7170912;0;2;1
705;15808621;659;Germany;Male;36;2;7619048;2;1;1;14906614;0;1;1
706;15580148;750;Germany;Male;40;5;16828681;3;1;0;2045199;1;1;1
707;15776231;626;Germany;Male;35;4;8810981;1;1;1;328255;0;1;1
708;15773809;620;France;Male;42;4;0;2;1;0;623231;0;0;1
709;15649423;580;France;Female;35;8;0;2;0;1;1035703;0;0;0
710;15734886;686;France;Female;34;3;12397151;2;1;0;14779463;0;0;0
711;15722548;540;France;Male;48;0;14811648;1;0;0;11697348;0;0;1
712;15650288;634;Germany;Male;35;6;11626901;1;1;0;12996494;0;1;1
713;15629448;632;Spain;Male;38;1;12059921;1;1;0;9281686;0;2;1
714;15716164;501;France;Female;41;3;1442605;1;1;0;17211467;0;0;0
715;15807609;650;Spain;Female;25;3;866055;3;1;0;1664931;1;2;0
716;15578977;786;France;Male;34;9;0;2;1;0;14451719;0;0;1
717;15677369;554;Germany;Female;37;4;5862997;1;0;0;1820386;0;1;0
718;15804072;701;Spain;Female;42;5;0;2;0;0;2421056;0;2;0
719;15696859;474;France;Male;45;10;0;2;0;0;1721759;0;0;1
